FOR GEOCODING,Latitude,Longitude,Station
"Secretariat, Amaravati, Andhra Pradesh",16.5045615,80.5235168,CAAQMS
"Gulzarpet, Anantapur, Andhra Pradesh",14.6754526,77.5977596,CAAQMS
"Gangineni Cheruvu, Chittoor, Andhra Pradesh",13.2053706,79.1001608,CAAQMS
"Anand Kala Kshetram, Rajamahendravaram, Andhra Pradesh",16.9955344,81.777335,CAAQMS
"Tirumala, Tirupati, Andhra Pradesh",13.6807357,79.3508975,CAAQMS
"Vaikuntapuram, Tirupati, Andhra Pradesh",13.6143707,79.4120108,CAAQMS
"PWD Grounds, Vijayawada, Andhra Pradesh",16.5061942,80.6313553,CAAQMS
"Greater Visakhapatnam Municipal Corporation, Visakhapatnam, Andhra Pradesh",17.6868159,83.2184815,CAAQMS
"Naharlagun, Naharlagun, Arunachal Pradesh",27.1086309,93.6983979,CAAQMS
"IITG, Guwahati, Assam",26.2027435,91.7003706,CAAQMS
"LGBI Airport, Guwahati, Assam",26.1064727,91.5860468,CAAQMS
"Pan Bazaar, Guwahati, Assam",26.1859679,91.7453642,CAAQMS
"Railway Colony, Guwahati, Assam",26.1795873,91.784315,CAAQMS
"Bata Chowk, Nalbari, Assam",26.4470004,91.4400096,CAAQMS
"Girls College, Sivasagar, Assam",26.988134,94.6338415,CAAQMS
"Kharahiya Basti, Araria, Bihar",26.1475707,87.4566817,CAAQMS
"New DM Office, Arrah, Bihar",25.5626095,84.663264,CAAQMS
"Gurdeo Nagar, Aurangabad, Bihar",24.7548649,84.3680054,CAAQMS
"DRCC Anandpur, Begusarai, Bihar",25.4445116,86.1399615,CAAQMS
"Kamalnath Nagar, Bettiah, Bihar",26.8040197,84.5104212,CAAQMS
"DM Office_Kachari Chowk, Bhagalpur, Bihar",25.2506776,86.9897915,CAAQMS
"Mayaganj, Bhagalpur, Bihar",25.2610043,87.0086927,CAAQMS
"D M Colony, Bihar Sharif, Bihar",25.2033713,85.5142297,CAAQMS
"Central Jail, Buxar, Bihar",25.5580341,83.9499487,CAAQMS
"Darshan Nagar, Chhapra, Bihar",25.7827064,84.7459203,CAAQMS
"Town Hall Lal Bagh, Darbhanga, Bihar",26.1514392,85.8934836,CAAQMS
"Collectorate, Gaya, Bihar",24.7910258,85.0065139,CAAQMS
"Kareemganj, Gaya, Bihar",24.7953413,84.9882548,CAAQMS
"SFTI Kusdihra, Gaya, Bihar",24.762915,84.9819212,CAAQMS
"Industrial Area, Hajipur, Bihar",25.6927811,85.2401164,CAAQMS
"Mirchaibari, Katihar, Bihar",25.5626421,87.5628552,CAAQMS
"SDM Office_Khagra, Kishanganj, Bihar",26.0880835,87.9383428,CAAQMS
"Forest Rest House, Manguraha, Bihar",26.5638594,84.6073537,CAAQMS
"Gandak Colony, Motihari, Bihar",26.631984,84.9010818,CAAQMS
"Town Hall, Munger, Bihar",25.3766685,86.4714129,CAAQMS
"Buddha Colony, Muzaffarpur, Bihar",26.1166997,85.3995031,CAAQMS
"MIT Daudpur Kothi, Muzaffarpur, Bihar",26.1399666,85.3665871,CAAQMS
"Muzaffarpur Collectorate, Muzaffarpur, Bihar",26.1235085,85.3812437,CAAQMS
"DRM Office Danapur, Patna, Bihar",25.5856237,85.0442993,CAAQMS
"Govt. High School Shikarpur, Patna, Bihar",25.5932705,85.2272332,CAAQMS
"IGSC Planetarium Complex, Patna, Bihar",25.5940947,85.1375645,CAAQMS
"Muradpur, Patna, Bihar",25.6194928,85.14664,CAAQMS
"Rajbansi Nagar, Patna, Bihar",25.603603,85.1119721,CAAQMS
"Samanpura, Patna, Bihar",25.6074609,85.0845675,CAAQMS
"Mariam Nagar, Purnia, Bihar",25.766642,87.4665884,CAAQMS
"Dangi Tola, Rajgir, Bihar",25.0281986,85.420791,CAAQMS
"Police Line, Saharsa, Bihar",25.8979684,86.5880148,CAAQMS
"DM Office_Kasipur, Samastipur, Bihar",25.8596222,85.7793189,CAAQMS
"Dada Peer, Sasaram, Bihar",24.951303,84.0021995,CAAQMS
"Chitragupta Nagar, Siwan, Bihar",26.2298955,84.3561766,CAAQMS
"Sector 22, Chandigarh, Chandigarh",30.7320385,76.7726334,CAAQMS
"Sector 25, Chandigarh, Chandigarh",30.7512305,76.7583714,CAAQMS
"Sector 53, Chandigarh, Chandigarh",30.7163083,76.7284448,CAAQMS
"32Bungalows, Bhilai, Chhattisgarh",21.1951763,81.3120902,CAAQMS
"Civic Center, Bhilai, Chhattisgarh",21.1870265,81.3426323,CAAQMS
"Hathkhoj, Bhilai, Chhattisgarh",21.2340619,81.4261283,CAAQMS
"Mangala, Bilaspur, Chhattisgarh",22.097191,82.1293881,CAAQMS
"Rampur, Korba, Chhattisgarh",22.3720913,82.7387601,CAAQMS
"Urja Nagar, Korba, Chhattisgarh",22.3470904,82.5503563,CAAQMS
"AIIMS, Raipur, Chhattisgarh",21.2585696,81.5813444,CAAQMS
"Bhatagaon New ISBT, Raipur, Chhattisgarh",21.2193043,81.6310681,CAAQMS
"Krishak Nagar, Raipur, Chhattisgarh",21.2382446,81.7048419,CAAQMS
"Siltara Phase II, Raipur, Chhattisgarh",21.2698628,81.5894589,CAAQMS
"Alipur, Delhi, Delhi",28.7972263,77.1331363,CAAQMS
"Anand Vihar, Delhi, Delhi",28.650218,77.3027059,CAAQMS
"Ashok Vihar, Delhi, Delhi",28.6909791,77.1765239,CAAQMS
"Aya Nagar, Delhi, Delhi",28.4720443,77.1329417,CAAQMS
"Bawana, Delhi, Delhi",28.793229,77.0483355,CAAQMS
"Burari Crossing, Delhi, Delhi",28.7285,77.19738,CAAQMS
"CRRI Mathura Road, Delhi, Delhi",28.5517202,77.2750344,CAAQMS
"Chandni Chowk, Delhi, Delhi",28.6505331,77.230337,CAAQMS
"DTU, Delhi, Delhi",28.7499867,77.1183137,CAAQMS
"Dr. Karni Singh Shooting Range, Delhi, Delhi",28.4997268,77.2670954,CAAQMS
"Dwarka,Delhi",28.5822999,77.0499762,CAAQMS
"East Arjun Nagar, Delhi, Delhi",28.6561732,77.2947467,CAAQMS
"IGI Airport (T3), Delhi, Delhi",28.5550838,77.0844015,CAAQMS
"IHBAS, Dilshad Garden, Delhi, Delhi",28.6826275,77.3049532,CAAQMS
"ITO, Delhi, Delhi",28.6308294,77.2505733,CAAQMS
"Jahangirpuri, Delhi, Delhi",28.7296171,77.1666313,CAAQMS
"Jawaharlal Nehru Stadium, Delhi, Delhi",28.5833047,77.2333304,CAAQMS
"Lodhi Road, Delhi, Delhi",28.5910626,77.2280791,CAAQMS
"Lodhi Road, Delhi, Delhi",28.5910626,77.2280791,CAAQMS
"Major Dhyan Chand National Stadium, Delhi, Delhi",28.612569,77.2367984,CAAQMS
"Mandir Marg, Delhi, Delhi",28.6341752,77.2004746,CAAQMS
"Mundka, Delhi, Delhi",28.6823144,77.034937,CAAQMS
"NSIT Dwarka, Delhi, Delhi",28.6100216,77.0379647,CAAQMS
"Najafgarh, Delhi, Delhi",28.6090126,76.9854526,CAAQMS
"Narela, Delhi, Delhi",28.8548818,77.0892151,CAAQMS
"Nehru Nagar, Delhi, Delhi",28.5706035,77.2505733,CAAQMS
"North Campus, DU, Delhi, Delhi",28.687193,77.210336,CAAQMS
"Okhla Phase 2, Delhi, Delhi",28.5357628,77.2764329,CAAQMS
"Patparganj, Delhi, Delhi",28.6347308,77.3045711,CAAQMS
"Punjabi Bagh, Delhi, Delhi",28.6706933,77.1284765,CAAQMS
"Pusa, Delhi, Delhi",28.6376724,77.1571443,CAAQMS
"Pusa, Delhi, Delhi",28.6376724,77.1571443,CAAQMS
"R K Puram, Delhi, Delhi",28.5660075,77.1767435,CAAQMS
"Rohini, Delhi, Delhi",28.7382677,77.0822151,CAAQMS
"Shadipur, Delhi, Delhi",28.651027,77.1562196,CAAQMS
"Sirifort, Delhi, Delhi",28.5505827,77.214799,CAAQMS
"Sonia Vihar, Delhi, Delhi",28.7332472,77.2495891,CAAQMS
"Sri Aurobindo Marg, Delhi, Delhi",28.5562223,77.2063073,CAAQMS
"Vivek Vihar, Delhi, Delhi",28.6712458,77.3176541,CAAQMS
"Wazirpur, Delhi, Delhi",28.6975444,77.1604397,CAAQMS
"Chandkheda, Ahmedabad, Gujarat",23.109098,72.5849179,CAAQMS
"Gyaspur, Ahmedabad, Gujarat",22.9691813,72.5382069,CAAQMS
"Maninagar, Ahmedabad, Gujarat",22.995165,72.604097,CAAQMS
"Raikhad, Ahmedabad, Gujarat",23.0189588,72.5811117,CAAQMS
"Rakhial, Ahmedabad, Gujarat",23.0213204,72.6239242,CAAQMS
"SAC ISRO Bopal, Ahmedabad, Gujarat",23.0407417,72.4564222,CAAQMS
"SAC ISRO Satellite, Ahmedabad, Gujarat",23.023229,72.5151203,CAAQMS
"SVPI Airport Hansol, Ahmedabad, Gujarat",23.0734262,72.626571,CAAQMS
"Sardar Vallabhbhai Patel Stadium, Ahmedabad, Gujarat",23.0418636,72.5635863,CAAQMS
"GIDC, Ankleshwar, Gujarat",21.6143446,73.0115597,CAAQMS
"GIFT City, Gandhinagar, Gujarat",23.1586396,72.6831136,CAAQMS
"IIPHG Lekawada, Gandhinagar, Gujarat",23.2446512,72.6874392,CAAQMS
"Sector 10, Gandhinagar, Gujarat",23.2150981,72.6542732,CAAQMS
"GIDC, Nandesari, Gujarat",22.406643,73.0920622,CAAQMS
"Science Center, Surat, Gujarat",21.1702316,72.7955882,CAAQMS
"Phase 1 GIDC, Vapi, Gujarat",20.3521472,72.9135734,CAAQMS
"Phase 4 GIDC, Vatva, Gujarat",22.9702828,72.6476393,CAAQMS
"Patti Mehar, Ambala, Haryana",30.3778718,76.7733263,CAAQMS
"Arya Nagar, Bahadurgarh, Haryana",28.6771177,76.9282948,CAAQMS
"Nathu Colony, Ballabgarh, Haryana",28.338774,77.3205629,CAAQMS
"H.B. Colony, Bhiwani, Haryana",28.8082043,76.1361016,CAAQMS
"Mini Secretariat, Charkhi Dadri, Haryana",28.5946828,76.2755277,CAAQMS
"Municipal Corporation Office, Dharuhera, Haryana",28.2056606,76.7914639,CAAQMS
"New Industrial Town, Faridabad, Haryana",28.3922002,77.301675,CAAQMS
"Sector 11, Faridabad, Haryana",28.3704165,77.3220128,CAAQMS
"Sector 30, Faridabad, Haryana",28.4425186,77.3223915,CAAQMS
"Sector 16A, Faridabad, Haryana",28.4060902,77.3184825,CAAQMS
"Huda Sector, Fatehabad, Haryana",29.5030525,75.4737974,CAAQMS
"NISE Gwal Pahari, Gurugram, Haryana",28.4235473,77.1489412,CAAQMS
"Sector 51, Gurugram, Haryana",28.4320397,77.0686159,CAAQMS
"Teri Gram, Gurugram, Haryana",28.4275348,77.1464583,CAAQMS
"Vikas Sadan, Gurugram, Haryana",28.4501238,77.0284938,CAAQMS
"Urban Estate,Haryana",29.3196304,76.3463624,CAAQMS
"Police Lines, Jind, Haryana",29.3069655,76.3478097,CAAQMS
"Rishi Nagar, Kaithal, Haryana",29.8029465,76.4143664,CAAQMS
"Sector 12, Karnal, Haryana",29.6955341,76.9995868,CAAQMS
"Sector 7, Kurukshetra, Haryana",29.9692794,76.8735374,CAAQMS
"General Hospital, Mandikhera, Haryana",27.9001517,76.9938826,CAAQMS
"Sector 2 IMT, Manesar, Haryana",28.3654839,76.9369384,CAAQMS
"Shastri Nagar, Narnaul, Haryana",28.0636597,76.1116997,CAAQMS
"Shyam Nagar, Palwal, Haryana",28.1482612,77.3331604,CAAQMS
"Sector 6, Panchkula, Haryana",30.706579,76.8545201,CAAQMS
"Sector 18, Panipat, Haryana",29.4362833,76.9772675,CAAQMS
"MD University, Rohtak, Haryana",28.8768269,76.621108,CAAQMS
"F Block, Sirsa, Haryana",29.5363692,75.015843,CAAQMS
"Murthal, Sonipat, Haryana",29.0315896,77.0723807,CAAQMS
"Gobind Pura, Yamuna Nagar, Haryana",30.1501492,77.2850239,CAAQMS
"HIMUDA Complex Phase 1, Baddi, Himachal Pradesh",30.9395251,76.8040021,CAAQMS
"Rajbagh, Srinagar, Jammu and Kashmir",34.0661987,74.8287807,CAAQMS
"Tata Stadium, Jorapokhar, Jharkhand",23.7082799,86.4127228,CAAQMS
"Vidayagiri, Bagalkot, Karnataka",16.1756049,75.6586295,CAAQMS
"Ramteerth Nagar, Belgaum, Karnataka",15.8907358,74.5433988,CAAQMS
"BTM Layout, Bengaluru, Karnataka",12.9165757,77.6101163,CAAQMS
"BWSSB Kadabesanahalli, Bengaluru, Karnataka",12.9473227,77.6982627,CAAQMS
"Bapuji Nagar, Bengaluru, Karnataka",12.95678,77.5397293,CAAQMS
"City Railway Station, Bengaluru, Karnataka",12.9758403,77.5657561,CAAQMS
"Hebbal, Bengaluru, Karnataka",13.0353557,77.5987874,CAAQMS
"Hombegowda Nagar, Bengaluru, Karnataka",12.9375448,77.5948946,CAAQMS
"Jayanagar 5th Block, Bengaluru, Karnataka",12.9198758,77.5836827,CAAQMS
"Peenya, Bengaluru, Karnataka",13.0285133,77.5196763,CAAQMS
"RVCE Mailasandra, Bengaluru, Karnataka",12.9237228,77.4987012,CAAQMS
"Sanegurava Halli, Bengaluru, Karnataka",12.9908883,77.5440288,CAAQMS
"Silk Board, Bengaluru, Karnataka",12.9177099,77.6237863,CAAQMS
"Naubad, Bidar, Karnataka",17.93357,77.4788014,CAAQMS
"Urban, Chamarajanagar, Karnataka",11.9271328,76.9326167,CAAQMS
"Chikkaballapur Rural, Chikkaballapur, Karnataka",13.4290654,77.7330474,CAAQMS
"Kalyana Nagara, Chikkamagaluru, Karnataka",13.3230247,75.7967371,CAAQMS
"Devaraj Urs Badavane, Davanagere, Karnataka",14.4758107,75.9071272,CAAQMS
"Kalabhavan, Dharwad, Karnataka",15.4600114,75.0076378,CAAQMS
"Panchal Nagar, Gadag, Karnataka",15.4195912,75.6397204,CAAQMS
"B.Katihalli, Hassan, Karnataka",13.0123203,76.1334449,CAAQMS
"Ashwini Nagar, Haveri, Karnataka",14.7933682,75.3922237,CAAQMS
"Deshpande Nagar, Hubballi, Karnataka",15.3547598,75.1384848,CAAQMS
"Lingaraj Nagar, Hubballi, Karnataka",15.3708506,75.1129423,CAAQMS
"Lal Bahadur Shastri Nagar, Kalaburagi, Karnataka",17.3203897,76.8194767,CAAQMS
"Mahatma Basaveswar Colony, Kalaburgi, Karnataka",17.3368891,76.8497536,CAAQMS
"Tamaka Ind. Area, Kolar, Karnataka",13.1289532,78.1585809,CAAQMS
"Diwator Nagar, Koppal, Karnataka",15.3500492,76.1646475,CAAQMS
"Stuart Hill, Madikeri, Karnataka",12.4152774,75.7458708,CAAQMS
"Kadri, Mangalore, Karnataka",12.8804608,74.8591578,CAAQMS
"Hebbal 1st Stage, Mysuru, Karnataka",12.3500813,76.6209903,CAAQMS
"Haji Colony, Raichur, Karnataka",16.2108191,77.3482352,CAAQMS
"Vijay Nagar, Ramanagara, Karnataka",12.7324268,77.2902266,CAAQMS
"Vinoba Nagara, Shivamogga, Karnataka",13.945395,75.5538712,CAAQMS
"Thimmalapura, Tumakuru, Karnataka",13.6440688,77.1185382,CAAQMS
"Brahmagiri, Udupi, Karnataka",13.3368614,74.7395159,CAAQMS
"Ibrahimpur, Vijayapura, Karnataka",16.8028639,75.726973,CAAQMS
"Collector Office, Yadgir, Karnataka",16.751388,77.1363297,CAAQMS
"Udyogamandal, Eloor, Kerala",10.0737878,76.3014896,CAAQMS
"Kacheripady, Ernakulam, Kerala",9.9882801,76.2812195,CAAQMS
"Thavakkara, Kannur, Kerala",11.8701516,75.3690595,CAAQMS
"Vyttila, Kochi, Kerala",9.968199,76.3182346,CAAQMS
"Polayathode, Kollam, Kerala",8.8787049,76.6073332,CAAQMS
"Palayam, Kozhikode, Kerala",11.2488252,75.7838995,CAAQMS
"Kariavattom, Thiruvananthapuram, Kerala",8.5678435,76.8908318,CAAQMS
"Plammoodu, Thiruvananthapuram, Kerala",8.5140567,76.9477422,CAAQMS
"Corporation Ground, Thrissur, Kerala",10.5219736,76.2412132,CAAQMS
"Paryavaran Parisar, Bhopal, Madhya Pradesh",23.2109341,77.4260968,CAAQMS
"T T Nagar, Bhopal, Madhya Pradesh",23.2357524,77.3986471,CAAQMS
"Shrivastav Colony, Damoh, Madhya Pradesh",23.8184923,79.4338188,CAAQMS
"Bhopal Chauraha, Dewas, Madhya Pradesh",22.9687824,76.0635763,CAAQMS
"City Center, Gwalior, Madhya Pradesh",26.2035227,78.1920664,CAAQMS
"Deen Dayal Nagar, Gwalior, Madhya Pradesh",26.2673692,78.2077368,CAAQMS
"Maharaj Bada, Gwalior, Madhya Pradesh",26.1994671,78.1489933,CAAQMS
"Phool Bagh, Gwalior, Madhya Pradesh",26.2103607,78.1692689,CAAQMS
"Chhoti Gwaltoli, Indore, Madhya Pradesh",22.7152096,75.8700466,CAAQMS
"Marhatal, Jabalpur, Madhya Pradesh",23.1670639,79.9339608,CAAQMS
"Gole Bazar, Katni, Madhya Pradesh",23.8327424,80.3978186,CAAQMS
"Sahilara, Maihar, Madhya Pradesh",24.2609738,80.7186697,CAAQMS
"Sector D Industrial Area, Mandideep, Madhya Pradesh",23.0992796,77.5114731,CAAQMS
"Sector 2 Industrial Area, Pithampur, Madhya Pradesh",22.611121,75.6772689,CAAQMS
"Shasthri Nagar, Ratlam, Madhya Pradesh",23.3312468,75.0432032,CAAQMS
"Civil Lines, Sagar, Madhya Pradesh",23.8396387,78.7564173,CAAQMS
"Deen Dayal Nagar, Sagar, Madhya Pradesh",23.8641966,78.806407,CAAQMS
"Bandhavgar Colony, Satna, Madhya Pradesh",24.5798734,80.8557684,CAAQMS
"Suryakiran Bhawan NCL, Singrauli, Madhya Pradesh",24.1079747,82.6454746,CAAQMS
"Mahakaleshwar Temple, Ujjain, Madhya Pradesh",23.1827177,75.7682178,CAAQMS
"More Chowk Waluj, Aurangabad, Maharashtra",19.8406027,75.2466299,CAAQMS
"Chauhan Colony, Chandrapur, Maharashtra",19.9631974,79.3028933,CAAQMS
"MIDC Khutala, Chandrapur, Maharashtra",19.9756764,79.2422956,CAAQMS
"Khadakpada, Kalyan, Maharashtra",19.2592249,73.1279269,CAAQMS
"Bandra Kurla Complex, Mumbai, Maharashtra",19.0687893,72.8702647,CAAQMS
"Bandra, Mumbai, Maharashtra",19.0595596,72.8295287,CAAQMS
"Borivali East, Mumbai, Maharashtra",19.2297814,72.8608559,CAAQMS
"Borivali East, Mumbai, Maharashtra",19.2297814,72.8608559,CAAQMS
"Chakala Andheri East, Mumbai, Maharashtra",19.1097712,72.8582672,CAAQMS
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai, Maharashtra",19.0974373,72.8745017,CAAQMS
"Colaba, Mumbai, Maharashtra",18.9067031,72.8147123,CAAQMS
"Deonar, Mumbai, Maharashtra",19.0447048,72.9102511,CAAQMS
"Kandivali East, Mumbai, Maharashtra",19.2004765,72.8736892,CAAQMS
"Khindipada Bhandup West, Mumbai, Maharashtra",19.1599078,72.9239095,CAAQMS
"Kurla, Mumbai, Maharashtra",19.0726295,72.8844721,CAAQMS
"Malad West, Mumbai, Maharashtra",19.1889541,72.835543,CAAQMS
"Mazgaon, Mumbai, Maharashtra",18.9644251,72.8421341,CAAQMS
"Mulund West, Mumbai, Maharashtra",19.1725542,72.942537,CAAQMS
"Navy Nagar Colaba, Mumbai, Maharashtra",18.8979567,72.8131432,CAAQMS
"Powai, Mumbai, Maharashtra",19.1175993,72.9059747,CAAQMS
"Siddharth Nagar Worli, Mumbai, Maharashtra",18.9978358,72.8138818,CAAQMS
"Sion, Mumbai, Maharashtra",19.0390214,72.8618952,CAAQMS
"Vasai West, Mumbai, Maharashtra",19.3664631,72.8155136,CAAQMS
"Vile Parle West, Mumbai, Maharashtra",19.1071283,72.8367535,CAAQMS
"Worli, Mumbai, Maharashtra",18.9986406,72.8173599,CAAQMS
"Opp GPO Civil Lines, Nagpur, Maharashtra",21.153277,79.069518,CAAQMS
"Gangapur Road, Nashik, Maharashtra",20.0235035,73.7232393,CAAQMS
"Airoli, Navi Mumbai, Maharashtra",19.159014,72.9985686,CAAQMS
"Mahape, Navi Mumbai, Maharashtra",19.1182937,73.0275875,CAAQMS
"Nerul, Navi Mumbai, Maharashtra",19.0338457,73.0195871,CAAQMS
"Sector 19A Nerul, Navi Mumbai, Maharashtra",19.0280168,73.0265071,CAAQMS
"Alandi, Pune, Maharashtra",18.6782865,73.8950336,CAAQMS
"Bhosari, Pune, Maharashtra",18.6320627,73.8467978,CAAQMS
"Hadapsar, Pune, Maharashtra",18.508934,73.9259102,CAAQMS
"Karve Road, Pune, Maharashtra",18.5033095,73.8197888,CAAQMS
"MIT Kothrud, Pune, Maharashtra",18.5177542,73.8148826,CAAQMS
"Mhada Colony, Pune, Maharashtra",18.5734634,73.9109977,CAAQMS
"Revenue Colony Shivajinagar, Pune, Maharashtra",18.5282786,73.8470523,CAAQMS
"Transport Nagar Nigdi, Pune, Maharashtra",18.6642824,73.7639658,CAAQMS
"Solapur, Solapur, Maharashtra",17.6599188,75.9063906,CAAQMS
"Pimpleshwar Mandir, Thane, Maharashtra",19.1935956,73.094476,CAAQMS
"DM College of Science, Imphal, Manipur",24.8216168,93.9429582,CAAQMS
"Manipur University, Imphal, Manipur",24.7522876,93.9280425,CAAQMS
"JN Stadium, Shillong, Meghalaya",25.5801,91.8940855,CAAQMS
"Lumpyngngad, Shillong, Meghalaya",25.5585941,91.8984865,CAAQMS
"Sikulpuikawn, Aizawl, Mizoram",23.7173952,92.7181174,CAAQMS
"PWD Juction, Kohima, Nagaland",25.661356,94.1022537,CAAQMS
"Meher Colony, Baripada, Odisha",21.9421833,86.7278059,CAAQMS
"Tata Township, Bileipada, Odisha",21.8635241,84.9850045,CAAQMS
"GM Office, Brajrajnagar, Odisha",21.8546923,83.9247995,CAAQMS
"Jagamohanpur, Keonjhar, Odisha",21.6401325,85.6017215,CAAQMS
"Dabuna, Nayagarh, Odisha",20.1231332,85.1038426,CAAQMS
"Divisional Forest Office, Rairangpur, Odisha",22.2648068,86.1744343,CAAQMS
"Raghunathpali, Rourkela, Odisha",22.2244658,84.8185258,CAAQMS
"OMC Colony, Suakati, Odisha",21.6049459,85.5090787,CAAQMS
"Talcher Coalfields,Talcher, Odisha",20.9501027,85.216816,CAAQMS
"Barsua Iron Ore Mines, Tensa, Odisha",21.8696568,85.1817473,CAAQMS
"Jawahar Nagar, Puducherry, Puducherry",11.9306033,79.8027077,CAAQMS
"Golden Temple, Amritsar, Punjab",31.6199803,74.8764849,CAAQMS
"Hardev Nagar, Bathinda, Punjab",30.2420588,74.9175889,CAAQMS
"Civil Line, Jalandhar, Punjab",31.3208006,75.5793401,CAAQMS
"Kalal Majra, Khanna, Punjab",30.7409308,76.2049712,CAAQMS
